lat,lon,census_tract
30.2731595,-97.7358141,000700
30.2750752,-97.7116139,000803
30.2680705,-97.7345535,001100
30.2696247,-97.7336762,001100
30.2670177,-97.7400789,001100
30.264534,-97.736488,001100
30.2684847,-97.7406632,001100
30.2671373,-97.7386254,001100
30.266236,-97.735353,001100
30.2650555,-97.7384697,001100
30.25534,-97.7470889,001401
30.272365,-97.7350056,000700
30.2561909,-97.7477464,001305
30.262267,-97.7389967,001100
30.2595233,-97.7382435,001100
30.2670875,-97.7348667,001100
30.267271,-97.7410973,001100
30.2563723,-97.7401857,001100
30.2653619,-97.7559736,001303
30.2674008,-97.7360551,001100
30.2907397,-97.7418188,000603
30.241765,-97.7608918,001307
30.2656424,-97.7451964,001100
30.2672474,-97.7380878,001100
30.261491,-97.7210484,000902
30.2635287,-97.7424309,001100
30.2643595,-97.7367816,001100
30.261806,-97.7388119,001100
30.2689601,-97.7386623,001100
30.2661945,-97.7336238,000902
30.2655593,-97.7333105,000902
30.2667475,-97.7430419,001100
30.265881,-97.736813,001100
30.3444048,-97.6977607,001804
30.2671776,-97.7388906,001100
30.2671398,-97.738583,001100
30.2671311,-97.7402998,001100
30.2692419,-97.7392216,001100
30.2657605,-97.7503689,001100
30.2662835,-97.7501056,001100
30.2668201,-97.7373629,001100
30.2693503,-97.7556063,001200
30.2618337,-97.7370034,001100
30.2664878,-97.7421295,001100
30.2672659,-97.7411822,001100
30.268333,-97.737438,001100
30.2663236,-97.7350795,001100
30.2699176,-97.7420989,001100
30.2686635,-97.7420691,001100
30.267276,-97.7410125,001100
30.2652557,-97.7511406,001100
30.267722,-97.741123,001100
30.6433204,-97.6874202,020112
38.9713732,-95.2355453,000200
30.182426,-97.8473452,001748
30.2682716,-97.7548273,001200
30.2984689,-97.717685,000302
30.2675703,-97.7322726,000901
30.2646076,-97.7447495,001100
30.2739251,-97.7644631,001200
30.2639357,-97.7607275,001303
30.1565504,-97.793543,002421
30.198637,-97.7645081,002402
30.2646319,-97.7809193,001911
30.2157761,-97.7525256,002403
30.2619047,-97.8091821,001910
30.2574447,-97.747824,001305
30.2317212,-97.7415392,002307
30.2296852,-97.7909347,001712
30.2295387,-97.7889408,001712
30.3775679,-97.7281452,001849
30.1971751,-97.7877664,002402
30.4325043,-97.7637945,020410
30.2661338,-97.7782144,001911
30.2441971,-97.7797262,002005
30.2708127,-97.7598599,001200
30.2777715,-97.7701715,001602
30.2696971,-97.7190566,000804
30.4290956,-97.7611308,001756
30.1981065,-97.7649304,002402
30.2435251,-97.7013731,002317
30.3112701,-97.7130749,000304
30.3663653,-97.6965307,001822
30.2431848,-97.7368389,001402
30.1568535,-97.7894406,002425
30.3386854,-97.6996363,001812
30.2991564,-97.7469256,000204
30.3529656,-97.7152231,001818
30.1907255,-97.7708608,002402
30.1669935,-97.7869383,002421
30.1836267,-97.8498399,001740
30.4187142,-97.7472466,002500
30.2862873,-97.7646122,001602
30.2445161,-97.7344762,001403
30.2420046,-97.7524853,001305
30.4003033,-97.7454776,001753
30.1913899,-97.7717546,002402
30.3828146,-97.7326083,001849
31.5071008,-97.1415746,002100
30.2976472,-97.7181315,000302
30.223409,-97.763598,001308
30.2190219,-97.7597087,002403
30.2709801,-97.7602765,001200
30.3271805,-97.7272023,001505
30.2353935,-97.7217306,002304
30.1909649,-97.7715862,002402
30.9572819,-97.5357994,023403
30.3200437,-97.6942046,002104
30.4790552,-97.8030472,020311
30.212685,-97.8276593,001750
30.2200618,-97.7678594,002003
30.2426963,-97.7305948,001403
30.3480102,-97.7139371,001818
30.3070017,-97.7273065,000302
30.204706,-97.7740416,002402
30.2621268,-97.7364596,001100
30.2981788,-97.7484874,000204
30.2733406,-97.765316,001200
30.2642437,-97.756042,001303
30.3612918,-97.7425682,001817
30.3546785,-97.6913277,001806
30.1669991,-97.7828703,002429
30.2485719,-97.7366448,001402
30.3384012,-97.6968515,001813
30.2370583,-97.7524503,002308
30.2201891,-97.7562463,002308
30.2236485,-97.7563164,002308
30.2205995,-97.8370163,001738
31.0006427,-97.4932288,023403
30.2305455,-97.7885176,002004
30.262196,-97.7482379,001305
30.1405249,-97.8330491,001772
30.228043,-97.7903634,001712
30.3142136,-97.7081781,002105
30.2000452,-97.7920862,002410
30.2617781,-97.7372329,001100
30.2647045,-97.777566,001911
30.2119914,-97.7126316,002431
30.2419158,-97.7370862,001402
30.1727874,-97.8208377,001748
30.428838,-97.7594273,002500
30.323767,-97.7234928,001503
30.3632131,-97.7172502,001805
30.1671859,-97.7885265,002422
30.2992256,-97.7489912,001603
30.3076588,-97.7094164,000306
30.2656929,-97.7710782,001911
30.4238323,-97.7092127,001846
30.656378,-97.6758239,020114
30.2421871,-97.7357842,001403
30.174522,-97.824205,001747
30.3557847,-97.8326514,001761
30.2480379,-97.7423498,001402
30.2649413,-97.7585371,001303
30.2802677,-97.6678466,002110
30.2705421,-97.7565676,001200
30.2486008,-97.6913258,002111
30.2412042,-97.8175477,001914
30.2134199,-97.7144286,002313
30.2909156,-97.7316225,000500
30.455668,-97.792914,020405
30.4040621,-97.6606236,001839
30.298201,-97.7414622,000204
30.1876816,-97.7708242,002427
30.2132094,-97.7135828,002313
30.2251872,-97.7574567,002308
30.2163239,-97.7382965,002307
40.8077704,-99.3882365,969000
30.3374194,-97.7194151,001504
30.3817518,-97.7387898,001753
30.1835458,-97.8171401,001747
30.470627,-97.8075594,020318
30.2342312,-97.872995,001908
30.2539721,-98.5186066,950100
30.252495,-97.7365773,001100
30.4340266,-97.775077,020405
30.4340482,-97.7700575,020405
30.2309159,-97.7354958,002313
30.2660703,-97.7691348,001911
30.2612354,-97.7579259,001303
30.2666487,-97.7783887,001911
30.2607406,-97.7531808,001305
30.262517,-97.7515831,001305
30.3321187,-97.8092132,001912
30.2670219,-97.7560718,001200
30.2331299,-97.7933018,002004
30.1686426,-97.8386014,001748
30.272201,-97.7328184,000700
30.1662743,-97.7844632,002425
30.234958,-97.873891,001908
30.2338317,-97.8648384,001737
30.3222034,-97.6947854,001811
30.3225831,-97.6980713,001812
30.9512982,-97.5386075,023403
30.2355631,-97.8770449,001908
29.8877063,-96.7613429,970200
30.2161975,-97.7371417,002307
30.1875211,-97.7620129,002427
30.2733485,-97.7147199,000802
30.2245965,-97.844196,001749
30.200386,-97.8003864,002424
30.2319729,-97.7915191,002004
30.2166527,-97.7445598,002307
30.2711754,-97.7557922,001200
30.222989,-97.7217478,002314
30.3003609,-97.7129214,000307
30.349389,-97.740291,001501
30.2610596,-97.7710486,001901
30.2230985,-97.7458692,002307
30.2286583,-97.7811814,002005
30.3209309,-97.713039,001503
30.3278815,-97.7048525,001812
30.2615849,-97.7126931,000902
30.2649705,-97.7618531,001303
30.2165247,-97.7410293,002307
30.2639749,-97.7713831,001911
30.2471448,-97.7360475,001402
31.0473661,-97.467116,021601
30.2696694,-97.7336502,001100
30.2645069,-97.7302766,000902
30.9623833,-97.5303703,023403
30.2674818,-97.7465925,001100
30.2686236,-97.77154,001911
30.2496183,-97.7372577,001402
30.9474082,-97.5394064,023403
30.2675583,-97.7377173,001100
30.2711307,-97.7559045,001200
30.1947073,-97.7824862,002402
30.2212431,-97.7590395,002308
30.3696649,-97.7007236,001822
30.1887396,-97.76614,002427
30.2651324,-97.7766451,001911
30.1736414,-97.8239154,001748
30.187057,-97.839455,001746
30.1868245,-97.8411903,001746
30.222945,-97.772082,002003
30.2590825,-97.7496982,001305
32.0092424,-97.0973542,960800
30.7853216,-97.6218852,021601
30.1562153,-97.7929129,002421
30.3099719,-97.695042,002104
30.242207,-97.7589234,001305
30.2338521,-97.82379,001750
30.2615703,-97.7126577,000902
30.3351046,-97.805358,001912
30.3715638,-97.7571483,001707
30.371493,-97.7559949,001707
30.2245652,-97.7591569,002308
30.2210546,-97.7540152,002308
30.2959588,-97.719495,000302
30.2120556,-97.7554786,002403
30.2177906,-97.7535196,002308
30.435915,-97.775559,020405
30.2431916,-97.8000041,001901
30.2368648,-97.7919132,001901
30.3422568,-97.7389791,001501
30.2439345,-97.7566804,001305
30.2023064,-97.7763967,002402
30.2257697,-97.7594564,002308
30.2249813,-97.7580359,002308
30.2231542,-97.7631793,002308
30.3414646,-97.6995157,001804
30.9788908,-97.5116408,023403
30.3398874,-97.8034625,001912
30.2737324,-97.732705,000700
30.1902903,-97.770082,002419
30.2134364,-97.7313392,002431
30.2719839,-97.7729411,001910
30.2712291,-97.7554852,001200
30.2653691,-97.7616522,001303
30.2358917,-97.8450996,001749
30.2335085,-97.7424129,002308
30.2509201,-97.7314553,001000
30.2460108,-97.7139154,002317
30.2509543,-97.7277866,001000
30.361839,-97.742494,001817
30.2642246,-97.7559712,001303
30.2726775,-97.774875,001910
30.2421381,-97.7366528,001402
30.264931700000002,-97.7350092,000902
30.413383,-97.6895545,001848
30.2864338,-97.7416445,000601
30.2396709,-97.7200854,002304
30.1733851,-97.8883304,001770
30.3883116,-97.7413634,001753
30.2589212,-97.7567971,001305
30.3325046,-97.7052255,001503
30.2637296,-97.7120457,000902
30.252444,-97.7354898,001000
30.1863289,-97.7923797,002424
31.0528191,-97.4547767,021500
30.9475252,-97.5393866,023403
30.2204643,-97.7540622,002308
30.2642301,-97.7559914,001303
30.3912234,-97.6827022,001845
30.2210333,-97.8371641,001749
30.2163545,-97.8308463,001750
30.476968,-97.7942506,020311
30.4403595,-97.698809,001846
30.2625474,-97.727003,000902
30.2167652,-97.8531578,001738
30.2261149,-97.7745674,002003
30.2369847,-97.7949418,001901
30.2696846,-97.7547156,001200
30.261479,-97.7714342,001901
30.355651,-97.6837473,001813
31.0190197,-97.4799161,021500
30.2131902,-97.7788475,002003
30.2488027,-97.750261,001305
30.1928031,-97.7642187,002419
30.2607737,-97.7287781,000902
30.2619648,-97.7282144,000902
30.248748,-97.7540761,001305
30.2620061,-97.7274974,000902
30.191889,-97.762152,002419
30.3199064,-97.7126462,001503
30.2671855,-97.7470238,001100
30.2956473,-97.7428798,000204
30.2681859,-97.7468299,001100
30.1815506,-97.8400013,001746
30.2191783,-97.7558123,002308
30.2175999,-97.753218,002308
30.224311,-97.7513468,002308
30.221689,-97.7558575,002308
30.3143301,-97.7085976,002105
30.2246578,-97.7602393,002308
30.2478616,-97.7346243,002304
30.2616879,-97.7115189,000902
30.2509299,-97.727822,001000
30.200408,-97.76422,002402
30.3174293,-97.7008356,002105
30.2507728,-97.7280611,001000
30.2155173,-97.7462605,002411
30.2320335,-97.7725931,001307
30.2626644,-97.7421751,001100
30.3398373,-97.6810525,001834
30.3359901,-97.7193966,001503
30.2298954,-97.7928124,001712
30.2355022,-97.8572211,001915
30.3026157,-97.6603405,002201
30.649462,-94.8332784,210102
30.3203903,-97.7088146,002105
30.248701,-97.7623406,001305
30.2165765,-97.7434817,002307
30.2619774,-97.7782401,001901
30.2772837,-97.7718086,001602
30.3596314,-97.6885156,001823
30.2764203,-97.7363709,000700
30.3404273,-97.7006871,001804
30.2292105,-97.790138,001712
30.2522043,-97.7312862,001000
30.2265252,-97.7376658,002307
30.2756447,-97.7351468,000700
30.2764512,-97.7225242,000803
30.2715396,-97.753993500000007,001200
30.2306074,-97.7700974,001307
30.259097,-97.706334,000902
30.3348212,-97.8079471,001912
30.1784918,-96.4689826,170200
30.1888596,-97.0556227,000300
30.3275418,-97.6683447,001834
30.4390498,-97.7552445,001785
30.3860104,-97.7363922,001753
30.2314514,-97.7929327,001712
30.3477457,-97.7119571,001804
30.2310914,-97.7933362,001712
30.2307813,-97.7942274,001712
30.2204806,-97.7573953,002308
30.2203776,-97.7571135,002308
30.2118798,-97.7716954,002003
30.2342002,-97.8017735,001915
30.4011882,-97.7466907,001722
30.4007625,-97.748853,001722
30.3335092,-97.685826,001813
30.2270116,-97.7787071,002002
30.2244619,-97.7647353,001308
30.4344549,-97.7690074,020410
30.3745209,-97.72851,001849
30.2144423,-97.7765789,002402
30.276373,-97.734006,000700
30.2618839,-97.7615879,001303
30.2286933,-97.7891369,001712
30.3743213,-97.7262752,001849
30.3696759,-97.7007455,001822
30.369611,-97.7006113,001822
30.2347153,-97.8757331,001908
30.2706893,-97.7516908,001200
30.2555328,-97.7841847,001901
30.1737483,-97.8151909,002421
30.3739896,-97.7288755,001817
30.2180201,-97.6906548,002431
30.2125578,-97.7553791,002403
30.2496033,-97.7247608,001000
30.257055,-97.7582642,001305
30.1724679,-97.7996268,002421
30.356856,-97.6894865,001806
30.1975261,-97.7608242,002419
30.312076,-97.7117048,000304
30.2227432,-97.7655603,002003
30.2425284,-97.7569217,001305
30.4487563,-97.7924398,020405
30.2978654,-97.7486494,000603
30.2661605,-97.7366239,001100
30.2642524,-97.7724628,001911
30.2135696,-97.830565000000007,001729
30.2648691,-97.744583,001100
30.3583039,-97.7155757,001805
30.3594519,-97.7173575,001818
30.2277512,-97.7916103,001712
30.2243221,-97.7636353,001308
30.2352368,-97.7948565,001901
31.1786081,-98.359717,950100
34.0767367,-99.2654888,950300
30.4689487,-97.8067063,020318
30.3996513,-97.697044,001844
30.2410538,-97.8014174,001915
30.8229046,-97.6056558,021601
30.2221438,-97.7315495,002313
30.1670371,-97.7838336,002429
30.4485703,-97.7909345,020405
30.3737166,-97.7255182,001849
30.192311,-97.772004,002402
30.2322185,-97.790958,002004
30.25105,-97.7320924,001000
30.247167,-97.8126892,001914
30.3520751,-97.6923232,001806
30.2960652,-97.8321375,001917
30.2635092,-97.7309319,000902
30.362973,-97.7168484,001805
30.264479,-97.7527428,001305
30.3837852,-97.7255325,001849
30.3339111,-97.6857015,001813
30.2179494,-97.8939759,001737
30.3406412,-97.7221811,001504
30.3366589,-97.712585,001503
30.1574482,-97.7820434,002425
30.2068056,-97.7823576,002410
30.3702108,-97.7283488,001817
30.2662303,-97.7747773,001911
30.2275267,-97.8308725,001749
30.2496819,-97.7248208,001000
30.0505661,-97.6914711,002434
30.4794685,-97.800985,020311
30.3345026,-97.6897248,001813
30.2662883,-97.752348,001200
30.2813642,-97.7675844,001602
30.2921776,-97.7506211,001603
30.3608697,-97.7894143,001705
30.244604,-97.729746,002304
30.2521328,-97.717189200000007,001000
30.2537199,-97.7199029,001000
30.2446604,-97.7231453,002304
30.4001091,-97.850555,001714
30.4492728,-97.7332482,001785
30.40059,-97.7077442,001849
30.2418679,-97.7525215,001305
30.2421102,-97.7174489,002304
30.2455195,-97.7152823,002317
30.604913,-97.6876674,020604
30.2643533,-97.7612369,001303
30.3311528,-97.6971655,001812
30.2976362,-97.7877942,001913
30.2448933,-97.7298304,002304
30.2135682,-97.7937058,001713
30.3874437,-97.7444682,001706
30.4781009,-97.7642725,020311
30.4663283,-97.7974483,020403
30.3298333,-97.7015566,001812
30.2639994,-97.7081751,000902
30.2908843,-97.7461154,000603
30.290287,-97.7327743,000500
30.2898024,-97.7330092,000500
30.3916517,-97.7422209,001753
30.3726487,-97.7280337,001817
30.270865,-97.7343753,001100
30.265618,-97.7279594,000901
30.4408928,-97.6905765,001864
30.2289784,-97.7131718,002314
30.2508101,-97.7623342,001305
30.2315817,-97.7223212,002314
30.3246141,-97.7252791,001503
30.383679,-97.7405244,001753
30.2782538,-97.7440514,000700
30.462312,-97.791684,020408
30.1740473,-97.8074311,002421
30.2193403,-97.8114497,001750
30.1587351,-97.8082444,002421
30.2199351,-97.7937397,001712
30.3315699,-97.7030973,001812
30.3345882,-97.7063914,001804
30.2687172,-97.771468,001911
30.2130155,-97.7783855,002003
30.2584258,-97.7389076,001100
30.3327844,-97.6859918,001834
30.3660419,-97.7273913,001818
30.196778,-97.768291,002402
30.3306737,-97.7009962,001812
30.2953853,-97.7427992,000603
30.3131263,-97.6639668,002108
30.3552151,-97.7326513,001501
30.3283457,-97.7024897,001812
30.2981003,-97.7183529,000302
30.4151684,-97.8472323,001714
30.4027656,-97.8549196,001765
30.2354362,-97.7944649,001901
30.2628111,-97.7672333,001901
30.261634,-97.769608,001901
30.3645463,-97.7162153,001805
30.2264722,-97.7024675,002318
30.2276041,-97.7089973,002318
30.2324663,-97.7204632,002314
30.2292551,-97.7079121,002318
30.2313978,-97.7166548,002318
30.3643857,-97.7153791,001805
30.470618,-97.7934738,020311
30.3204463,-97.7125538,002105
30.3212183,-97.7119225,001503
30.237541,-97.69108969999999,002312
30.16712159999999,-97.786861,002422
30.2467566,-97.75112399999999,001305
30.2474094,-97.7508799,001305
30.1675326,-97.7927358,002421
30.2640152,-97.758836,001303
30.5306802,-97.77973759999999,020315
30.195801,-97.7595177,002412
30.1959457,-97.75912249999999,002411
30.2309619,-97.7879853,002004
30.4554746,-97.8257457,020404
30.4660307,-97.7876699,020408
30.4476263,-97.78115240000001,020406
30.3927426,-97.7438771,001753
30.4094715,-97.70314710000001,001850
30.2050032,-97.77481159999999,002402
30.3780722,-97.7383602,001707
30.231055,-97.79219900000001,001712
30.2312649,-97.79197339999999,001712
30.2309976,-97.7596614,001308
30.3048581,-97.6976228,002106
30.218991,-97.755293,002308
30.2213096,-97.7649204,002003
30.22968239999999,-97.7867185,002005
30.2342779,-97.7956313,002004
30.2157918,-97.7334254,002313
30.2236739,-97.7639512,001308
30.2284981,-97.7798793,002005
30.3898524,-97.7443261,001753
30.3926787,-97.8445656,001761
30.2309676,-97.78790560000002,002004
30.22817049999999,-97.7702609,001307
30.224457,-97.76287099999999,002308
30.2222385,-97.7609892,002308
30.2236695,-97.7639444,001308
30.3013309,-97.7432664,000204
30.1977474,-97.7878791,002410
30.4426325,-97.78318940000001,020406
30.3592109,-97.7905186,001719
30.2674341,-97.7401034,001100
30.182946,-97.8474412,001746
30.2084327,-97.7815497,002410
30.3366891,-97.682636,001834
30.2352567,-97.73918289999999,001403
30.2749728,-97.75170759999999,001200
30.3194922,-97.71456959999999,001503
30.2268861,-97.78988,002002
30.1817662,-97.7518005,002419
30.30454899999999,-97.6812839,002107
30.3937999,-97.87490439999999,001765
30.26533939999999,-97.74780810000001,001100
30.4042242,-97.85163089999999,001714
30.3849262,-97.9440025,001741
30.4538987,-97.8268689,001714
30.3461303,-97.6991682,001806
30.2144638,-97.73431599999999,002431
30.272577,-97.7567289,001200
30.2771636,-97.73676390000001,000700
30.2749748,-97.73639999999999,000700
30.278192,-97.75864059999999,001200
30.2855467,-97.7272569,000401
30.2556096,-97.7394157,001100
30.2483322,-97.7586532,001305
30.2713613,-97.7573185,001200
30.2713027,-97.74599909999999,001100
30.2681057,-97.75018659999999,001100
30.2687126,-97.7279638,000901
30.2557422,-97.72070889999999,001000
30.2872866,-97.72355130000001,000401
30.3543608,-97.79392860000002,001719
30.1942054,-97.81103209999999,001728
30.2138355,-97.72102009999999,002313
30.3958306,-97.7771276,001755
30.6330627,-97.6905488,021402
30.37746109999999,-97.7274145,001849
30.2131025,-97.8285985,001729
30.2702532,-97.715603,000804
30.428311,-97.7597454,001756
30.301454,-97.6936686,000306
30.1519482,-97.75792609999999,002426
30.1902458,-97.8454709,001746
30.4008626,-97.70270479999999,001844
30.3585973,-97.7301739,001818
30.2877953,-97.76733139999999,001605
30.414693,-97.7464844,002500
30.2483072,-97.750153,001305
30.3618593,-97.74255029999999,001817
30.3142291,-97.71993669999999,000305
30.4605056,-97.7976468,020403
30.4460781,-97.77944869999999,020406
30.2320607,-97.8084603,001750
30.2566913,-97.8683825,001908
30.2049701,-97.7748074,002402
30.4127813,-97.732096,001745
30.2272657,-97.7753755,002003
30.4754581,-97.7930033,020311
30.3986599,-97.7475065,001722
30.4302817,-97.68366979999999,001847
30.2067971,-97.74041079999999,002413
30.2859096,-97.77877629999999,001602
30.369315,-97.75559129999999,001751
30.1373595,-97.7976178,002407
30.2353263,-97.826242,001749
30.1456402,-97.79061949999999,002428
30.329431,-97.72857049999999,000205
30.2051938,-97.7605469,002403
